T1Type1,T1Type2,T2Type1,T2Type2
Bug,Fighting,Ice,Psychic
Bug,Fighting,Ice,Rock
Bug,Fighting,Ice,Steel
Bug,Fighting,Ice,Typeless
Bug,Fighting,Ice,Water
Bug,Fighting,Normal,Poison
Bug,Fighting,Normal,Psychic
Bug,Fighting,Normal,Rock
Bug,Fighting,Normal,Steel
Bug,Fighting,Normal,Typeless
Bug,Fighting,Normal,Water
Bug,Fighting,Poison,Psychic
Bug,Fighting,Poison,Rock
Bug,Fighting,Poison,Steel
Bug,Fighting,Poison,Typeless
Bug,Fighting,Poison,Water
Bug,Fighting,Psychic,Rock
Bug,Fighting,Psychic,Steel
Bug,Fighting,Psychic,Typeless
Bug,Fighting,Psychic,Water
Bug,Fighting,Rock,Steel
Bug,Fighting,Rock,Typeless
Bug,Fighting,Rock,Water
Bug,Fighting,Steel,Typeless
Bug,Fighting,Steel,Water
Bug,Fighting,Water,Typeless
Bug,Fire,Bug,Flying
Bug,Fire,Bug,Ghost
Bug,Fire,Bug,Grass
Bug,Fire,Bug,Ground
Bug,Fire,Bug,Ice
Bug,Fire,Bug,Normal
Bug,Fire,Bug,Poison
Bug,Fire,Bug,Psychic
Bug,Fire,Bug,Rock
Bug,Fire,Bug,Steel
Bug,Fire,Bug,Typeless
Bug,Fire,Bug,Water
Bug,Fire,Dark,Dragon
Bug,Fire,Dark,Electric
Bug,Fire,Dark,Fairy
Bug,Fire,Dark,Fighting
Bug,Fire,Dark,Fire
Bug,Fire,Dark,Flying
Bug,Fire,Dark,Ghost
Bug,Fire,Dark,Grass
Bug,Fire,Dark,Ground
Bug,Fire,Dark,Ice
Bug,Fire,Dark,Normal
Bug,Fire,Dark,Poison
Bug,Fire,Dark,Psychic
Bug,Fire,Dark,Rock
Bug,Fire,Dark,Steel
Bug,Fire,Dark,Typeless
Bug,Fire,Dark,Water
Bug,Fire,Dragon,Electric
Bug,Fire,Dragon,Fairy
Bug,Fire,Dragon,Fighting
Bug,Fire,Dragon,Fire
Bug,Fire,Dragon,Flying
Bug,Fire,Dragon,Ghost
Bug,Fire,Dragon,Grass
Bug,Fire,Dragon,Ground
Bug,Fire,Dragon,Ice
Bug,Fire,Dragon,Normal
Bug,Fire,Dragon,Poison
Bug,Fire,Dragon,Psychic
Bug,Fire,Dragon,Rock
Bug,Fire,Dragon,Steel
Bug,Fire,Dragon,Typeless
Bug,Fire,Dragon,Water
Bug,Fire,Electric,Fairy
Bug,Fire,Electric,Fighting
Bug,Fire,Electric,Fire
Bug,Fire,Electric,Flying
Bug,Fire,Electric,Ghost
Bug,Fire,Electric,Grass
Bug,Fire,Electric,Ground
Bug,Fire,Electric,Ice
Bug,Fire,Electric,Normal
Bug,Fire,Electric,Poison
Bug,Fire,Electric,Psychic
Bug,Fire,Electric,Rock
Bug,Fire,Electric,Steel
Bug,Fire,Electric,Typeless
Bug,Fire,Electric,Water
Bug,Fire,Fairy,Fighting
Bug,Fire,Fairy,Fire
Bug,Fire,Fairy,Flying
Bug,Fire,Fairy,Ghost
Bug,Fire,Fairy,Grass
Bug,Fire,Fairy,Ground
Bug,Fire,Fairy,Ice
Bug,Fire,Fairy,Normal
Bug,Fire,Fairy,Poison
Bug,Fire,Fairy,Psychic
Bug,Fire,Fairy,Rock
Bug,Fire,Fairy,Steel
Bug,Fire,Fairy,Typeless
Bug,Fire,Fairy,Water
Bug,Fire,Fighting,Fire
Bug,Fire,Fighting,Flying
Bug,Fire,Fighting,Ghost
Bug,Fire,Fighting,Grass
Bug,Fire,Fighting,Ground
Bug,Fire,Fighting,Ice
Bug,Fire,Fighting,Normal
Bug,Fire,Fighting,Poison
Bug,Fire,Fighting,Psychic
Bug,Fire,Fighting,Rock
Bug,Fire,Fighting,Steel
Bug,Fire,Fighting,Typeless
Bug,Fire,Fighting,Water
Bug,Fire,Fire,Flying
Bug,Fire,Fire,Ghost
Bug,Fire,Fire,Grass
Bug,Fire,Fire,Ground
Bug,Fire,Fire,Ice
Bug,Fire,Fire,Normal
Bug,Fire,Fire,Poison
Bug,Fire,Fire,Psychic
Bug,Fire,Fire,Rock
Bug,Fire,Fire,Steel
Bug,Fire,Fire,Typeless
Bug,Fire,Fire,Water
Bug,Fire,Flying,Ghost
Bug,Fire,Flying,Grass
Bug,Fire,Flying,Ground
Bug,Fire,Flying,Ice
Bug,Fire,Flying,Normal
Bug,Fire,Flying,Poison
Bug,Fire,Flying,Psychic
Bug,Fire,Flying,Rock
Bug,Fire,Flying,Steel
Bug,Fire,Flying,Typeless
Bug,Fire,Flying,Water
Bug,Fire,Ghost,Grass
Bug,Fire,Ghost,Ground
Bug,Fire,Ghost,Ice
Bug,Fire,Ghost,Normal
Bug,Fire,Ghost,Poison
Bug,Fire,Ghost,Psychic
Bug,Fire,Ghost,Rock
Bug,Fire,Ghost,Steel
Bug,Fire,Ghost,Typeless
Bug,Fire,Ghost,Water
Bug,Fire,Grass,Ground
Bug,Fire,Grass,Ice
Bug,Fire,Grass,Normal
Bug,Fire,Grass,Poison
Bug,Fire,Grass,Psychic
Bug,Fire,Grass,Rock
Bug,Fire,Grass,Steel
Bug,Fire,Grass,Typeless
Bug,Fire,Grass,Water
Bug,Fire,Ground,Ice
Bug,Fire,Ground,Normal
Bug,Fire,Ground,Poison
Bug,Fire,Ground,Psychic
Bug,Fire,Ground,Rock
Bug,Fire,Ground,Steel
Bug,Fire,Ground,Typeless
Bug,Fire,Ground,Water
Bug,Fire,Ice,Normal
Bug,Fire,Ice,Poison
Bug,Fire,Ice,Psychic
Bug,Fire,Ice,Rock
Bug,Fire,Ice,Steel
Bug,Fire,Ice,Typeless
Bug,Fire,Ice,Water
Bug,Fire,Normal,Poison
Bug,Fire,Normal,Psychic
Bug,Fire,Normal,Rock
Bug,Fire,Normal,Steel
Bug,Fire,Normal,Typeless
Bug,Fire,Normal,Water
Bug,Fire,Poison,Psychic
Bug,Fire,Poison,Rock
Bug,Fire,Poison,Steel
Bug,Fire,Poison,Typeless
Bug,Fire,Poison,Water
Bug,Fire,Psychic,Rock
Bug,Fire,Psychic,Steel
Bug,Fire,Psychic,Typeless
Bug,Fire,Psychic,Water
Bug,Fire,Rock,Steel
Bug,Fire,Rock,Typeless
Bug,Fire,Rock,Water
Bug,Fire,Steel,Typeless
Bug,Fire,Steel,Water
Bug,Fire,Water,Typeless
Bug,Flying,Bug,Ghost
Bug,Flying,Bug,Grass
Bug,Flying,Bug,Ground
Bug,Flying,Bug,Ice
Bug,Flying,Bug,Normal
Bug,Flying,Bug,Poison
Bug,Flying,Bug,Psychic
Bug,Flying,Bug,Rock
Bug,Flying,Bug,Steel
Bug,Flying,Bug,Typeless
Bug,Flying,Bug,Water
Bug,Flying,Dark,Dragon
Bug,Flying,Dark,Electric
Bug,Flying,Dark,Fairy
Bug,Flying,Dark,Fighting
Bug,Flying,Dark,Fire
Bug,Flying,Dark,Flying
Bug,Flying,Dark,Ghost
Bug,Flying,Dark,Grass
Bug,Flying,Dark,Ground
Bug,Flying,Dark,Ice
Bug,Flying,Dark,Normal
Bug,Flying,Dark,Poison
Bug,Flying,Dark,Psychic
Bug,Flying,Dark,Rock
Bug,Flying,Dark,Steel
Bug,Flying,Dark,Typeless
Bug,Flying,Dark,Water
Bug,Flying,Dragon,Electric
Bug,Flying,Dragon,Fairy
Bug,Flying,Dragon,Fighting
Bug,Flying,Dragon,Fire
Bug,Flying,Dragon,Flying
Bug,Flying,Dragon,Ghost
Bug,Flying,Dragon,Grass
Bug,Flying,Dragon,Ground
Bug,Flying,Dragon,Ice
Bug,Flying,Dragon,Normal
Bug,Flying,Dragon,Poison
Bug,Flying,Dragon,Psychic
Bug,Flying,Dragon,Rock
Bug,Flying,Dragon,Steel
Bug,Flying,Dragon,Typeless
Bug,Flying,Dragon,Water
Bug,Flying,Electric,Fairy
Bug,Flying,Electric,Fighting
Bug,Flying,Electric,Fire
Bug,Flying,Electric,Flying
Bug,Flying,Electric,Ghost
Bug,Flying,Electric,Grass
Bug,Flying,Electric,Ground
Bug,Flying,Electric,Ice
Bug,Flying,Electric,Normal
Bug,Flying,Electric,Poison
Bug,Flying,Electric,Psychic
Bug,Flying,Electric,Rock
Bug,Flying,Electric,Steel
Bug,Flying,Electric,Typeless
Bug,Flying,Electric,Water
Bug,Flying,Fairy,Fighting
Bug,Flying,Fairy,Fire
Bug,Flying,Fairy,Flying
Bug,Flying,Fairy,Ghost
Bug,Flying,Fairy,Grass
Bug,Flying,Fairy,Ground
Bug,Flying,Fairy,Ice
Bug,Flying,Fairy,Normal
Bug,Flying,Fairy,Poison
Bug,Flying,Fairy,Psychic
Bug,Flying,Fairy,Rock
Bug,Flying,Fairy,Steel
Bug,Flying,Fairy,Typeless
Bug,Flying,Fairy,Water
Bug,Flying,Fighting,Fire
Bug,Flying,Fighting,Flying
Bug,Flying,Fighting,Ghost
Bug,Flying,Fighting,Grass
Bug,Flying,Fighting,Ground
Bug,Flying,Fighting,Ice
Bug,Flying,Fighting,Normal
Bug,Flying,Fighting,Poison
Bug,Flying,Fighting,Psychic
Bug,Flying,Fighting,Rock
Bug,Flying,Fighting,Steel
Bug,Flying,Fighting,Typeless
Bug,Flying,Fighting,Water
Bug,Flying,Fire,Flying
Bug,Flying,Fire,Ghost
Bug,Flying,Fire,Grass
Bug,Flying,Fire,Ground
Bug,Flying,Fire,Ice
Bug,Flying,Fire,Normal
Bug,Flying,Fire,Poison
Bug,Flying,Fire,Psychic
Bug,Flying,Fire,Rock
Bug,Flying,Fire,Steel
Bug,Flying,Fire,Typeless
Bug,Flying,Fire,Water
Bug,Flying,Flying,Ghost
Bug,Flying,Flying,Grass
Bug,Flying,Flying,Ground
Bug,Flying,Flying,Ice
Bug,Flying,Flying,Normal
Bug,Flying,Flying,Poison
Bug,Flying,Flying,Psychic
Bug,Flying,Flying,Rock
Bug,Flying,Flying,Steel
Bug,Flying,Flying,Typeless
Bug,Flying,Flying,Water
Bug,Flying,Ghost,Grass
Bug,Flying,Ghost,Ground
Bug,Flying,Ghost,Ice
Bug,Flying,Ghost,Normal
Bug,Flying,Ghost,Poison
Bug,Flying,Ghost,Psychic
Bug,Flying,Ghost,Rock
Bug,Flying,Ghost,Steel
Bug,Flying,Ghost,Typeless
Bug,Flying,Ghost,Water
Bug,Flying,Grass,Ground
Bug,Flying,Grass,Ice
Bug,Flying,Grass,Normal
Bug,Flying,Grass,Poison
Bug,Flying,Grass,Psychic
Bug,Flying,Grass,Rock
Bug,Flying,Grass,Steel
Bug,Flying,Grass,Typeless
Bug,Flying,Grass,Water
Bug,Flying,Ground,Ice
Bug,Flying,Ground,Normal
Bug,Flying,Ground,Poison
Bug,Flying,Ground,Psychic
Bug,Flying,Ground,Rock
Bug,Flying,Ground,Steel
Bug,Flying,Ground,Typeless
Bug,Flying,Ground,Water
Bug,Flying,Ice,Normal
Bug,Flying,Ice,Poison
Bug,Flying,Ice,Psychic
Bug,Flying,Ice,Rock
Bug,Flying,Ice,Steel
Bug,Flying,Ice,Typeless
Bug,Flying,Ice,Water
Bug,Flying,Normal,Poison
Bug,Flying,Normal,Psychic
Bug,Flying,Normal,Rock
Bug,Flying,Normal,Steel
Bug,Flying,Normal,Typeless
Bug,Flying,Normal,Water
Bug,Flying,Poison,Psychic
Bug,Flying,Poison,Rock
Bug,Flying,Poison,Steel
Bug,Flying,Poison,Typeless
Bug,Flying,Poison,Water
Bug,Flying,Psychic,Rock
Bug,Flying,Psychic,Steel
Bug,Flying,Psychic,Typeless
Bug,Flying,Psychic,Water
Bug,Flying,Rock,Steel
Bug,Flying,Rock,Typeless
Bug,Flying,Rock,Water
Bug,Flying,Steel,Typeless
Bug,Flying,Steel,Water
Bug,Flying,Water,Typeless
Bug,Ghost,Bug,Grass
Bug,Ghost,Bug,Ground
Bug,Ghost,Bug,Ice
Bug,Ghost,Bug,Normal
Bug,Ghost,Bug,Poison
Bug,Ghost,Bug,Psychic
Bug,Ghost,Bug,Rock
Bug,Ghost,Bug,Steel
Bug,Ghost,Bug,Typeless
Bug,Ghost,Bug,Water
Bug,Ghost,Dark,Dragon
Bug,Ghost,Dark,Electric
Bug,Ghost,Dark,Fairy
Bug,Ghost,Dark,Fighting
Bug,Ghost,Dark,Fire
Bug,Ghost,Dark,Flying
Bug,Ghost,Dark,Ghost
Bug,Ghost,Dark,Grass
Bug,Ghost,Dark,Ground
Bug,Ghost,Dark,Ice
Bug,Ghost,Dark,Normal
Bug,Ghost,Dark,Poison
Bug,Ghost,Dark,Psychic
Bug,Ghost,Dark,Rock
Bug,Ghost,Dark,Steel
Bug,Ghost,Dark,Typeless
Bug,Ghost,Dark,Water
Bug,Ghost,Dragon,Electric
Bug,Ghost,Dragon,Fairy
Bug,Ghost,Dragon,Fighting
Bug,Ghost,Dragon,Fire
Bug,Ghost,Dragon,Flying
Bug,Ghost,Dragon,Ghost
Bug,Ghost,Dragon,Grass
Bug,Ghost,Dragon,Ground
Bug,Ghost,Dragon,Ice
Bug,Ghost,Dragon,Normal
Bug,Ghost,Dragon,Poison
Bug,Ghost,Dragon,Psychic
Bug,Ghost,Dragon,Rock
Bug,Ghost,Dragon,Steel
Bug,Ghost,Dragon,Typeless
Bug,Ghost,Dragon,Water
Bug,Ghost,Electric,Fairy
Bug,Ghost,Electric,Fighting
Bug,Ghost,Electric,Fire
Bug,Ghost,Electric,Flying
Bug,Ghost,Electric,Ghost
Bug,Ghost,Electric,Grass
Bug,Ghost,Electric,Ground
Bug,Ghost,Electric,Ice
Bug,Ghost,Electric,Normal
Bug,Ghost,Electric,Poison
Bug,Ghost,Electric,Psychic
Bug,Ghost,Electric,Rock
Bug,Ghost,Electric,Steel
Bug,Ghost,Electric,Typeless
Bug,Ghost,Electric,Water
Bug,Ghost,Fairy,Fighting
Bug,Ghost,Fairy,Fire
Bug,Ghost,Fairy,Flying
Bug,Ghost,Fairy,Ghost
Bug,Ghost,Fairy,Grass
Bug,Ghost,Fairy,Ground
Bug,Ghost,Fairy,Ice
Bug,Ghost,Fairy,Normal
Bug,Ghost,Fairy,Poison
Bug,Ghost,Fairy,Psychic
Bug,Ghost,Fairy,Rock
Bug,Ghost,Fairy,Steel
Bug,Ghost,Fairy,Typeless
Bug,Ghost,Fairy,Water
Bug,Ghost,Fighting,Fire
Bug,Ghost,Fighting,Flying
Bug,Ghost,Fighting,Ghost
Bug,Ghost,Fighting,Grass
Bug,Ghost,Fighting,Ground
Bug,Ghost,Fighting,Ice
Bug,Ghost,Fighting,Normal
Bug,Ghost,Fighting,Poison
Bug,Ghost,Fighting,Psychic
Bug,Ghost,Fighting,Rock
Bug,Ghost,Fighting,Steel
Bug,Ghost,Fighting,Typeless
Bug,Ghost,Fighting,Water
Bug,Ghost,Fire,Flying
Bug,Ghost,Fire,Ghost
Bug,Ghost,Fire,Grass
Bug,Ghost,Fire,Ground
Bug,Ghost,Fire,Ice
Bug,Ghost,Fire,Normal
Bug,Ghost,Fire,Poison
Bug,Ghost,Fire,Psychic
Bug,Ghost,Fire,Rock
Bug,Ghost,Fire,Steel
Bug,Ghost,Fire,Typeless
Bug,Ghost,Fire,Water
Bug,Ghost,Flying,Ghost
Bug,Ghost,Flying,Grass
Bug,Ghost,Flying,Ground
Bug,Ghost,Flying,Ice
Bug,Ghost,Flying,Normal
Bug,Ghost,Flying,Poison
Bug,Ghost,Flying,Psychic
Bug,Ghost,Flying,Rock
Bug,Ghost,Flying,Steel
Bug,Ghost,Flying,Typeless
Bug,Ghost,Flying,Water
Bug,Ghost,Ghost,Grass
Bug,Ghost,Ghost,Ground
Bug,Ghost,Ghost,Ice
Bug,Ghost,Ghost,Normal
Bug,Ghost,Ghost,Poison
Bug,Ghost,Ghost,Psychic
Bug,Ghost,Ghost,Rock
Bug,Ghost,Ghost,Steel
Bug,Ghost,Ghost,Typeless
Bug,Ghost,Ghost,Water
Bug,Ghost,Grass,Ground
Bug,Ghost,Grass,Ice
Bug,Ghost,Grass,Normal
Bug,Ghost,Grass,Poison
Bug,Ghost,Grass,Psychic
Bug,Ghost,Grass,Rock
Bug,Ghost,Grass,Steel
Bug,Ghost,Grass,Typeless
Bug,Ghost,Grass,Water
Bug,Ghost,Ground,Ice
Bug,Ghost,Ground,Normal
Bug,Ghost,Ground,Poison
Bug,Ghost,Ground,Psychic
Bug,Ghost,Ground,Rock
Bug,Ghost,Ground,Steel
Bug,Ghost,Ground,Typeless
Bug,Ghost,Ground,Water
Bug,Ghost,Ice,Normal
Bug,Ghost,Ice,Poison
Bug,Ghost,Ice,Psychic
Bug,Ghost,Ice,Rock
Bug,Ghost,Ice,Steel
Bug,Ghost,Ice,Typeless
Bug,Ghost,Ice,Water
Bug,Ghost,Normal,Poison
Bug,Ghost,Normal,Psychic
Bug,Ghost,Normal,Rock
Bug,Ghost,Normal,Steel
Bug,Ghost,Normal,Typeless
Bug,Ghost,Normal,Water
Bug,Ghost,Poison,Psychic
Bug,Ghost,Poison,Rock
Bug,Ghost,Poison,Steel
Bug,Ghost,Poison,Typeless
Bug,Ghost,Poison,Water
Bug,Ghost,Psychic,Rock
Bug,Ghost,Psychic,Steel
Bug,Ghost,Psychic,Typeless
Bug,Ghost,Psychic,Water
Bug,Ghost,Rock,Steel
Bug,Ghost,Rock,Typeless
Bug,Ghost,Rock,Water
Bug,Ghost,Steel,Typeless
Bug,Ghost,Steel,Water
Bug,Ghost,Water,Typeless
Bug,Grass,Bug,Ground
Bug,Grass,Bug,Ice
Bug,Grass,Bug,Normal
Bug,Grass,Bug,Poison
Bug,Grass,Bug,Psychic
Bug,Grass,Bug,Rock
Bug,Grass,Bug,Steel
Bug,Grass,Bug,Typeless
Bug,Grass,Bug,Water
Bug,Grass,Dark,Dragon
Bug,Grass,Dark,Electric
Bug,Grass,Dark,Fairy
Bug,Grass,Dark,Fighting
Bug,Grass,Dark,Fire
Bug,Grass,Dark,Flying
Bug,Grass,Dark,Ghost
Bug,Grass,Dark,Grass
Bug,Grass,Dark,Ground
Bug,Grass,Dark,Ice
Bug,Grass,Dark,Normal
Bug,Grass,Dark,Poison
Bug,Grass,Dark,Psychic
Bug,Grass,Dark,Rock
Bug,Grass,Dark,Steel
Bug,Grass,Dark,Typeless
Bug,Grass,Dark,Water
Bug,Grass,Dragon,Electric
Bug,Grass,Dragon,Fairy
Bug,Grass,Dragon,Fighting
Bug,Grass,Dragon,Fire
Bug,Grass,Dragon,Flying
Bug,Grass,Dragon,Ghost
Bug,Grass,Dragon,Grass
Bug,Grass,Dragon,Ground
Bug,Grass,Dragon,Ice
Bug,Grass,Dragon,Normal
Bug,Grass,Dragon,Poison
Bug,Grass,Dragon,Psychic
Bug,Grass,Dragon,Rock
Bug,Grass,Dragon,Steel
Bug,Grass,Dragon,Typeless
Bug,Grass,Dragon,Water
Bug,Grass,Electric,Fairy
Bug,Grass,Electric,Fighting
Bug,Grass,Electric,Fire
Bug,Grass,Electric,Flying
Bug,Grass,Electric,Ghost
Bug,Grass,Electric,Grass
Bug,Grass,Electric,Ground
Bug,Grass,Electric,Ice
Bug,Grass,Electric,Normal
Bug,Grass,Electric,Poison
Bug,Grass,Electric,Psychic
Bug,Grass,Electric,Rock
Bug,Grass,Electric,Steel
Bug,Grass,Electric,Typeless
Bug,Grass,Electric,Water
Bug,Grass,Fairy,Fighting
Bug,Grass,Fairy,Fire
Bug,Grass,Fairy,Flying
Bug,Grass,Fairy,Ghost
Bug,Grass,Fairy,Grass
Bug,Grass,Fairy,Ground
Bug,Grass,Fairy,Ice
Bug,Grass,Fairy,Normal
Bug,Grass,Fairy,Poison
Bug,Grass,Fairy,Psychic
Bug,Grass,Fairy,Rock
Bug,Grass,Fairy,Steel
Bug,Grass,Fairy,Typeless
Bug,Grass,Fairy,Water
Bug,Grass,Fighting,Fire
Bug,Grass,Fighting,Flying
Bug,Grass,Fighting,Ghost
Bug,Grass,Fighting,Grass
Bug,Grass,Fighting,Ground
Bug,Grass,Fighting,Ice
Bug,Grass,Fighting,Normal
Bug,Grass,Fighting,Poison
Bug,Grass,Fighting,Psychic
Bug,Grass,Fighting,Rock
Bug,Grass,Fighting,Steel
Bug,Grass,Fighting,Typeless
Bug,Grass,Fighting,Water
Bug,Grass,Fire,Flying
Bug,Grass,Fire,Ghost
Bug,Grass,Fire,Grass
Bug,Grass,Fire,Ground
Bug,Grass,Fire,Ice
Bug,Grass,Fire,Normal
Bug,Grass,Fire,Poison
Bug,Grass,Fire,Psychic
Bug,Grass,Fire,Rock
Bug,Grass,Fire,Steel
Bug,Grass,Fire,Typeless
Bug,Grass,Fire,Water
Bug,Grass,Flying,Ghost
Bug,Grass,Flying,Grass
Bug,Grass,Flying,Ground
Bug,Grass,Flying,Ice
Bug,Grass,Flying,Normal
Bug,Grass,Flying,Poison
Bug,Grass,Flying,Psychic
Bug,Grass,Flying,Rock
Bug,Grass,Flying,Steel
Bug,Grass,Flying,Typeless
Bug,Grass,Flying,Water
Bug,Grass,Ghost,Grass
Bug,Grass,Ghost,Ground
Bug,Grass,Ghost,Ice
Bug,Grass,Ghost,Normal
Bug,Grass,Ghost,Poison
Bug,Grass,Ghost,Psychic
Bug,Grass,Ghost,Rock
Bug,Grass,Ghost,Steel
Bug,Grass,Ghost,Typeless
Bug,Grass,Ghost,Water
Bug,Grass,Grass,Ground
Bug,Grass,Grass,Ice
Bug,Grass,Grass,Normal
Bug,Grass,Grass,Poison
Bug,Grass,Grass,Psychic
Bug,Grass,Grass,Rock
Bug,Grass,Grass,Steel
Bug,Grass,Grass,Typeless
Bug,Grass,Grass,Water
Bug,Grass,Ground,Ice
Bug,Grass,Ground,Normal
Bug,Grass,Ground,Poison
Bug,Grass,Ground,Psychic
Bug,Grass,Ground,Rock
Bug,Grass,Ground,Steel
Bug,Grass,Ground,Typeless
Bug,Grass,Ground,Water
Bug,Grass,Ice,Normal
Bug,Grass,Ice,Poison
Bug,Grass,Ice,Psychic
Bug,Grass,Ice,Rock
Bug,Grass,Ice,Steel
Bug,Grass,Ice,Typeless
Bug,Grass,Ice,Water
Bug,Grass,Normal,Poison
Bug,Grass,Normal,Psychic
Bug,Grass,Normal,Rock
Bug,Grass,Normal,Steel
Bug,Grass,Normal,Typeless
Bug,Grass,Normal,Water
Bug,Grass,Poison,Psychic
Bug,Grass,Poison,Rock
Bug,Grass,Poison,Steel
Bug,Grass,Poison,Typeless
Bug,Grass,Poison,Water
Bug,Grass,Psychic,Rock
Bug,Grass,Psychic,Steel
Bug,Grass,Psychic,Typeless
Bug,Grass,Psychic,Water
Bug,Grass,Rock,Steel
Bug,Grass,Rock,Typeless
Bug,Grass,Rock,Water
Bug,Grass,Steel,Typeless
Bug,Grass,Steel,Water
Bug,Grass,Water,Typeless
Bug,Ground,Bug,Ice
Bug,Ground,Bug,Normal
Bug,Ground,Bug,Poison
Bug,Ground,Bug,Psychic
Bug,Ground,Bug,Rock
Bug,Ground,Bug,Steel
Bug,Ground,Bug,Typeless
Bug,Ground,Bug,Water
Bug,Ground,Dark,Dragon
Bug,Ground,Dark,Electric
Bug,Ground,Dark,Fairy
Bug,Ground,Dark,Fighting
Bug,Ground,Dark,Fire
Bug,Ground,Dark,Flying
Bug,Ground,Dark,Ghost
Bug,Ground,Dark,Grass
Bug,Ground,Dark,Ground
Bug,Ground,Dark,Ice
Bug,Ground,Dark,Normal
Bug,Ground,Dark,Poison
Bug,Ground,Dark,Psychic
Bug,Ground,Dark,Rock
Bug,Ground,Dark,Steel
Bug,Ground,Dark,Typeless
Bug,Ground,Dark,Water
Bug,Ground,Dragon,Electric
Bug,Ground,Dragon,Fairy
Bug,Ground,Dragon,Fighting
Bug,Ground,Dragon,Fire
Bug,Ground,Dragon,Flying
Bug,Ground,Dragon,Ghost
Bug,Ground,Dragon,Grass
Bug,Ground,Dragon,Ground
Bug,Ground,Dragon,Ice
Bug,Ground,Dragon,Normal
Bug,Ground,Dragon,Poison
Bug,Ground,Dragon,Psychic
Bug,Ground,Dragon,Rock
Bug,Ground,Dragon,Steel
Bug,Ground,Dragon,Typeless
Bug,Ground,Dragon,Water
Bug,Ground,Electric,Fairy
Bug,Ground,Electric,Fighting
Bug,Ground,Electric,Fire
Bug,Ground,Electric,Flying
Bug,Ground,Electric,Ghost
Bug,Ground,Electric,Grass
Bug,Ground,Electric,Ground
Bug,Ground,Electric,Ice
Bug,Ground,Electric,Normal
Bug,Ground,Electric,Poison
Bug,Ground,Electric,Psychic
Bug,Ground,Electric,Rock
Bug,Ground,Electric,Steel
Bug,Ground,Electric,Typeless
Bug,Ground,Electric,Water
Bug,Ground,Fairy,Fighting
Bug,Ground,Fairy,Fire
Bug,Ground,Fairy,Flying
Bug,Ground,Fairy,Ghost
Bug,Ground,Fairy,Grass
Bug,Ground,Fairy,Ground
Bug,Ground,Fairy,Ice
Bug,Ground,Fairy,Normal
Bug,Ground,Fairy,Poison
Bug,Ground,Fairy,Psychic
Bug,Ground,Fairy,Rock
Bug,Ground,Fairy,Steel
Bug,Ground,Fairy,Typeless
Bug,Ground,Fairy,Water
Bug,Ground,Fighting,Fire
Bug,Ground,Fighting,Flying
Bug,Ground,Fighting,Ghost
Bug,Ground,Fighting,Grass
Bug,Ground,Fighting,Ground
Bug,Ground,Fighting,Ice
Bug,Ground,Fighting,Normal
Bug,Ground,Fighting,Poison
Bug,Ground,Fighting,Psychic
Bug,Ground,Fighting,Rock
Bug,Ground,Fighting,Steel
Bug,Ground,Fighting,Typeless
Bug,Ground,Fighting,Water
Bug,Ground,Fire,Flying
Bug,Ground,Fire,Ghost
Bug,Ground,Fire,Grass
Bug,Ground,Fire,Ground
Bug,Ground,Fire,Ice
Bug,Ground,Fire,Normal
Bug,Ground,Fire,Poison
Bug,Ground,Fire,Psychic
Bug,Ground,Fire,Rock
Bug,Ground,Fire,Steel
Bug,Ground,Fire,Typeless
Bug,Ground,Fire,Water
Bug,Ground,Flying,Ghost
Bug,Ground,Flying,Grass
Bug,Ground,Flying,Ground
Bug,Ground,Flying,Ice
Bug,Ground,Flying,Normal
Bug,Ground,Flying,Poison
Bug,Ground,Flying,Psychic
Bug,Ground,Flying,Rock
Bug,Ground,Flying,Steel
Bug,Ground,Flying,Typeless
Bug,Ground,Flying,Water
Bug,Ground,Ghost,Grass
Bug,Ground,Ghost,Ground
Bug,Ground,Ghost,Ice
Bug,Ground,Ghost,Normal
Bug,Ground,Ghost,Poison
Bug,Ground,Ghost,Psychic
Bug,Ground,Ghost,Rock
Bug,Ground,Ghost,Steel
Bug,Ground,Ghost,Typeless
Bug,Ground,Ghost,Water
Bug,Ground,Grass,Ground
Bug,Ground,Grass,Ice
Bug,Ground,Grass,Normal
Bug,Ground,Grass,Poison
Bug,Ground,Grass,Psychic
Bug,Ground,Grass,Rock
Bug,Ground,Grass,Steel
Bug,Ground,Grass,Typeless
Bug,Ground,Grass,Water
Bug,Ground,Ground,Ice
Bug,Ground,Ground,Normal
Bug,Ground,Ground,Poison
Bug,Ground,Ground,Psychic
Bug,Ground,Ground,Rock
Bug,Ground,Ground,Steel
Bug,Ground,Ground,Typeless
Bug,Ground,Ground,Water
Bug,Ground,Ice,Normal
Bug,Ground,Ice,Poison
Bug,Ground,Ice,Psychic
Bug,Ground,Ice,Rock
Bug,Ground,Ice,Steel
Bug,Ground,Ice,Typeless
Bug,Ground,Ice,Water
Bug,Ground,Normal,Poison
Bug,Ground,Normal,Psychic
Bug,Ground,Normal,Rock
Bug,Ground,Normal,Steel
Bug,Ground,Normal,Typeless
Bug,Ground,Normal,Water
Bug,Ground,Poison,Psychic
Bug,Ground,Poison,Rock
Bug,Ground,Poison,Steel
Bug,Ground,Poison,Typeless
Bug,Ground,Poison,Water
Bug,Ground,Psychic,Rock
Bug,Ground,Psychic,Steel
Bug,Ground,Psychic,Typeless
